id,link,name,surname,team_id
86,rider/Laurent_Didier,LAURENT,DIDIER,8
341,rider/Martin_Elmiger,MARTIN,ELMIGER,9
1132,rider/Jarl_Salomein,JARL,SALOMEIN,61
835,rider/Steele_Von_Hoff,STEELE,VON HOFF,18
981,rider/Caleb_Fairly,CALEB,FAIRLY,53
276,rider/Christophe_Riblon,CHRISTOPHE,RIBLON,19
962,rider/Damien_Gaudin,DAMIEN,GAUDIN,19
264,rider/Bernhard_Eisel,BERNHARD,EISEL,11
750,rider/Mark_Christian,MARK,CHRISTIAN,22
225,rider/Alberto_Contador,ALBERTO,CONTADOR,8
520,rider/Roberto_Ferrari,ROBERTO,FERRARI,4
813,rider/Joshua_Berry,JOSHUA,BERRY,45
99,rider/Marc_Soler,MARC,SOLER,13
1027,rider/Marek_Rutkiewicz,MAREK,RUTKIEWICZ,66
1282,rider/Gert_Joeaar,GERT,JÃµEÃ¤Ã¤R,38
433,rider/Tosh_Van_Der_Sande,TOSH,VAN DER SANDE,10
569,rider/nico_Denz,NICO,DENZ,19
609,rider/Mekseb_Debesay,MEKSEB,DEBESAY,11
620,rider/Aldemar_Reyes,ALDEMAR,REYES,42
839,rider/Adam_Phelan,ADAM,PHELAN,50
1283,rider/Francesco_Failli,FRANCESCO,FAILLI,90
195,rider/Alberto_Losada,ALBERTO,LOSADA,7
918,rider/Bartlomiej_Matysiak,BARTÅ‚OMIEJ,MATYSIAK,40
60,rider/Rudiger_Selig,RüDIGER,SELIG,3
594,rider/Maciej_Paterski,MACIEJ,PATERSKI,40
1065,rider/Jussi_Veikkanen,JUSSI,VEIKKANEN,12
1059,rider/Chris_Sutton,CHRIS,SUTTON,2
1257,rider/Lucas_Euser,LUCAS,EUSER,21
243,rider/Alan_Marangoni,ALAN,MARANGONI,26
648,rider/Pieter_Weening,PIETER,WEENING,24
671,rider/Igor_Boev,IGOR,BOEV,23
481,rider/Lawson_Craddock,LAWSON,CRADDOCK,15
248,rider/Peter_Kennaugh,PETER,KENNAUGH,2
753,rider/Gregory_Daniel,GREGORY,DANIEL,8
624,rider/Martijn_Budding,MARTIJN,BUDDING,24
855,rider/Ryder_Hesjedal,RYDER,HESJEDAL,8
505,rider/Steve_Morabito,STEVE,MORABITO,12
587,rider/Jordi_Simon,JORDI,SIMóN,41
1216,rider/Janez_Brajkovic,JANEZ,BRAJKOVIÄ,16
174,rider/Rui_Costa,RUI,COSTA,4
1056,rider/Barry_Markus,BARRY,MARKUS,14
319,rider/Andrei_Grivko,ANDREI,GRIVKO,16
733,rider/Kevin_Reza,KéVIN,RéZA,12
666,rider/Rudy_Barbier,RUDY,BARBIER,19
762,rider/Meiyin_Wang,MEIYIN,WANG,5
1002,rider/Matthias_Krizek,MATTHIAS,KRIZEK,63
781,rider/Gregor_Muhlberger,GREGOR,MÃ¼HLBERGER,3
767,rider/Edward_Ravasi,EDWARD,RAVASI,4
564,rider/Silvan_Dillier,SILVAN,DILLIER,9
791,rider/Jose_Joaquin_Rojas,JOSÃ©  JOAQUÃ­N,ROJAS,13
178,rider/Davide_Martinelli,DAVIDE,MARTINELLI,17
504,rider/Rendon_Gaviria,FERNANDO,GAVIRIA,17
884,rider/Remy_Di_Gregorio,RÃ©MY,DI GRÃ©GORIO,37
114,rider/Julien_Berard,JULIEN,BéRARD,19
136,rider/Pavel_Brutt,PAVEL,BRUTT,23
1013,rider/Alexandr_Kolobnev,ALEXANDR,KOLOBNEV,23
1284,rider/Andrea_Piechele,ANDREA,PIECHELE,76
303,rider/Soren_Kragh_Andersen,SøREN KRAGH,ANDERSEN,6
357,rider/Sander_Cordeel,SANDER,CORDEEL,34
402,rider/Antwan_Tolhoek,ANTWAN,TOLHOEK,14
110,rider/Jose_Herrada,JOSé,HERRADA,13
252,rider/Julian_Alaphilippe,JULIAN,ALAPHILIPPE,17
561,rider/Nuno_Bico,NUNO,BICO,13
1151,rider/Bartlomiej_Matysiak,BARTłOMIEJ,MATYSIAK,40
704,rider/Viacheslav_Kuznetsov,VIACHESLAV,KUZNETSOV,7
570,rider/Manuel_Belletti,MANUEL,BELLETTI,39
653,rider/Daniil_Fominykh,DANIIL,FOMINYKH,16
270,rider/Yuma_Koishi,YUMA,KOISHI,26
846,rider/Peter_Velits,PETER,VELITS,9
21,rider/Chris_Hamilton,CHRIS,HAMILTON,6
361,rider/Olivier_Le_Gac,OLIVIER,LE GAC,12
462,rider/Eduardo_Sepulveda,EDUARDO,SEPúLVEDA,31
95,rider/Manuele_Mori,MANUELE,MORI,4
626,rider/Jesper_Hansen_1,JESPER,HANSEN,16
1196,rider/Andy_Schleck,ANDY,SCHLECK,69
1240,rider/Valentin_Iglinskiy,VALENTIN,IGLINSKIY,16
200,rider/Kanstantsin_Siutsou,KANSTANTSIN,SIUTSOU,5
523,rider/Alberto_Bettiol,ALBERTO,BETTIOL,15
261,rider/Cyril_Gautier,CYRIL,GAUTIER,19
935,rider/Johnny_Hoogerland,JOHNNY,HOOGERLAND,60
101,rider/Michael_Storer,MICHAEL,STORER,18
105,rider/Sander_Armee,SANDER,ARMéE,10
5,rider/Niccolo_Bonifazio,NICCOLO,BONIFAZIO,5
1,rider/Caleb_Ewan,CALEB,EWAN,1
741,rider/Elie_Gesbert,ELIE,GESBERT,31
710,rider/Gaetan_Bille,GAETAN,BILLE,34
1209,rider/Vladimir_Gusev,VLADIMIR,GUSEV,54
179,rider/Fabio_Aru,FABIO,ARU,16
1050,rider/Andrew_Fenn,ANDREW,FENN,2
1140,rider/Benat_Intxausti,BEÃ±AT,INTXAUSTI,13
326,rider/Maarten_Wynants,MAARTEN,WYNANTS,14
636,rider/Domen_novak,DOMEN,NOVAK,5
833,rider/Miguel_Angel_Lopez,MIGUEL ÁNGEL,LóPEZ,16
888,rider/Amael_Moinard,AMAÃ«L,MOINARD,9
287,rider/Matteo_Trentin,MATTEO,TRENTIN,17
642,rider/Remi_Cavagna,RéMI,CAVAGNA,17
705,rider/Mark_Mcnally,MARK,MCNALLY,29
993,rider/Jean_Marc_Bideau,JEAN MARC,BIDEAU,55
957,rider/Pawel_Franczak,PAWEł,FRANCZAK,59
908,rider/Evgeni_Petrov,EVGENI,PETROV,49
745,rider/Perrig_Quemeneur,PERRIG,QUEMENEUR,28
606,rider/Matteo_Bono,MATTEO,BONO,4
575,rider/Florian_Senechal,FLORIAN,SÃ©NÃ©CHAL,38
465,rider/Romain_Combaud,ROMAIN,COMBAUD,37
529,rider/Mattia_Cattaneo,MATTIA,CATTANEO,36
63,rider/Sergio_Luis_Henao,SERGIO LUIS,HENAO,2
631,rider/Guillaume_Bonnafond,GUILLAUME,BONNAFOND,32
185,rider/Ilnur_Zakarin,ILNUR,ZAKARIN,7
119,rider/Dries_Devenyns,DRIES,DEVENYNS,17
350,rider/Ramon_Sinkeldam,RAMON,SINKELDAM,6
778,rider/Marcin_Bialoblocki,MARCIN,BIALOBLOCKI,40
362,rider/Maxime_Vantomme,MAXIME,VANTOMME,30
619,rider/Leo_Vincent,LéO,VINCENT,12
982,rider/Miguel_Angel_Benito,MIGUEL ÃNGEL,BENITO,43
793,rider/Victor_De_La_Parte,VÃ­CTOR,DE LA PARTE,13
891,rider/Heinrich_Haussler,HEINRICH,HAUSSLER,51
26,rider/nathan_Earle,NATHAN,EARLE,18
912,rider/Angel_Madrazo,ÃNGEL,MADRAZO,43
1267,rider/Frantisek_Padour,FRANTIÅ¡EK,PADOUR,89
1254,rider/Linus_Gerdemann,LINUS,GERDEMANN,75
197,rider/Louis_Vervaeke,LOUIS,VERVAEKE,10
610,rider/Thomas_Degand,THOMAS,DEGAND,29
735,rider/Jakub_Kaczmarek,JAKUB,KACZMAREK,40
685,rider/Antonio_Pedrero,ANTONIO,PEDRERO,13
1109,rider/Eduard_Vorganov,EDUARD,VORGANOV,54
675,rider/Ryan_Anderson,RYAN,ANDERSON,28
502,rider/Tom_Boonen,TOM,BOONEN,17
483,rider/Rory_Sutherland,RORY,SUTHERLAND,13
1023,rider/Michal_Podlaski,MICHAL,PODLASKI,59
307,rider/Benoit_Jarrier,BENOIT,JARRIER,31
718,rider/Jonathan_Lastra,JONATHAN,LASTRA,43
208,rider/Fabio_Calabria,FABIO,CALABRIA,27
1083,rider/Rinaldo_nocentini,RINALDO,NOCENTINI,19
187,rider/Roman_Kreuziger_1,ROMAN,KREUZIGER,1
371,rider/Arman_Kamyshev,ARMAN,KAMYSHEV,16
816,rider/Daniel_Alexander_Jaramillo_Diez,DANIEL ALEXANDER,JARAMILLO,21
106,rider/Peter_Stetina,PETER,STETINA,8
439,rider/Moreno_Hofland,MORENO,HOFLAND,10
665,rider/Roy_Jans,ROY,JANS,30
1246,rider/Petr_Ignatenko,PETR,IGNATENKO,54
133,rider/Janier_Alexis_Acevedo,JANIER ALEXIS,ACEVEDO,21
440,rider/Stef_Clement,STEF,CLEMENT,14
736,rider/Simone_Ponzi,SIMONE,PONZI,40
1273,rider/Bartosz_Warchol,BARTOSZ,WARCHOł,66
1260,rider/Johann_Tschopp,JOHANN,TSCHOPP,51
566,rider/Julen_Amezqueta,JULEN,AMEZQUETA,39
1054,rider/Ben_Perry,BEN,PERRY,68
998,rider/Roland_Thalmann,ROLAND,THALMANN,63
274,rider/Julien_Bernard,JULIEN,BERNARD,8
663,rider/Zakkari_Dempster,ZAKKARI,DEMPSTER,35
448,rider/Julien_El_Fares,JULIEN,EL FARES,37
661,rider/Raphael_Pires,RAPHAEL,PIRES,41
444,rider/nacer_Bouhanni,NACER,BOUHANNI,32
437,rider/Michael_Albasini,MICHAEL,ALBASINI,1
94,rider/Giovanni_Visconti,GIOVANNI,VISCONTI,5
1213,rider/Paolo_Longo_Borghini,PAOLO,LONGO BORGHINI,85
22,rider/Matti_Breschel,MATTI,BRESCHEL,16
172,rider/Rick_Zabel,RICK,ZABEL,7
1057,rider/Cadel_Evans,CADEL,EVANS,9
687,rider/Floris_Gerts,FLORIS,GERTS,9
42,rider/Cameron_Meyer,CAMERON,MEYER,18
525,rider/Simon_Spilak,SIMON,ŠPILAK,7
140,rider/Lachlan_norris,LACHLAN,NORRIS,21
1217,rider/Thomas_Lofkvist,THOMAS,LÃ¶FKVIST,51
673,rider/Dries_De_Bondt,DRIES,DE BONDT,34
964,rider/Vegard_Breen,VEGARD,BREEN,55
577,rider/Kenneth_Van_Bilsen,KENNETH,VANBILSEN,38
822,rider/Jacob_Rathe,JACOB,RATHE,45
904,rider/Davide_Vigano,DAVIDE,VIGANO,57
1231,rider/Alexandr_Dyachenko,ALEXANDR,DYACHENKO,16
33,rider/Geraint_Thomas,GERAINT,THOMAS,2
61,rider/Tom_Van_Asbroeck,TOM,VAN ASBROECK,15
796,rider/Sindre_Skjoestad_Lunke,SINDRE SKJÃ¸STAD,LUNKE,6
353,rider/Iljo_Keisse,ILJO,KEISSE,17
459,rider/Laurent_Pichon,LAURENT,PICHON,31
117,rider/Thomas_De_Gendt,THOMAS,DE GENDT,10
1043,rider/Loic_Chetout,LOÃ¯C,CHETOUT,38
1045,rider/Rasmus_Guldhammer,RASMUS,GULDHAMMER,67
1029,rider/Karol_Domagalski,KAROL,DOMAGALSKI,65
1022,rider/Alessandro_Vanotti,ALESSANDRO,VANOTTI,16
565,rider/Carlos_Betancur,CARLOS,BETANCUR,13
844,rider/Samuel_Spokes,SAMUEL,SPOKES,50
209,rider/Sergey_Firsanov,SERGEY,FIRSANOV,23
562,rider/Soren_Kragh_Andersen,SÃ¸REN KRAGH,ANDERSEN,6
598,rider/Ricardo_Vilela,RICARDO,VILELA,42
655,rider/Jonas_Van_Genechten,JONAS,VAN GENECHTEN,32
763,rider/Ian_Boswell,IAN,BOSWELL,2
1171,rider/Bernard_Sulzberger,BERNARD,SULZBERGER,50
1275,rider/Ivan_Balykin,IVAN,BALYKIN,93
645,rider/Murilo_Ferraz_Affonso,MURILO,AFFONSO,41
328,rider/Reto_Hollenstein,RETO,HOLLENSTEIN,7
344,rider/Maciej_Bodnar,MACIEJ,BODNAR,3
292,rider/Zdenek_Stybar,ZDENEK,STYBAR,17
1094,rider/Carlos_Quintero,CARLOS,QUINTERO,77
427,rider/Davide_Formolo,DAVIDE,FORMOLO,15
497,rider/Pierre_Rolland,PIERRE,ROLLAND,15
875,rider/Matthew_Brammeier,MATTHEW,BRAMMEIER,11
151,rider/Alexander_Porter,ALEXANDER,PORTER,20
81,rider/Victor_De_La_Parte,VíCTOR,DE LA PARTE,13
628,rider/Kilian_Frankiny,KILIAN,FRANKINY,9
1141,rider/Alessandro_Bazzana,ALESSANDRO,BAZZANA,21
670,rider/Mads_Wurtz_Schmidt,MADS,WüRTZ SCHMIDT,7
36,rider/Ben_Swift,BEN,SWIFT,4
284,rider/Fabio_Felline,FABIO,FELLINE,8
1030,rider/James_Oram,JAMES,ORAM,65
880,rider/Luis_Angel_Mate,LUIS ÃNGEL,MATÃ©,38
204,rider/Ramunas_navardauskas,RAMUNAS,NAVARDAUSKAS,5
1139,rider/Brian_Bulgac,BRIAN,BULGAC,14
1100,rider/Edwin_Avila,EDWIN,AVILA,77
1193,rider/Florian_Guillou,FLORIAN,GUILLOU,72
154,rider/Nick_Van_Der_Lijke,NICK,VAN DER LIJKE,24
1110,rider/Yannick_Eijssen,YANNICK,EIJSSEN,29
1095,rider/Kevin_De_Weert,KEVIN,DE WEERT,14
1243,rider/Andrea_Zordan,ANDREA,ZORDAN,91
895,rider/Joaquim_Rodriguez,JOAQUIM,RODRíGUEZ,54
175,rider/Reinardt_Janse_Van_Rensburg,REINARDT,JANSE VAN RENSBURG,11
682,rider/Julien_Stassen,JULIEN,STASSEN,30
401,rider/Michal_Golas,MICHAL,GOLAS,2
1092,rider/Brayan_Stiven_Ramirez_Chacon,BRAYAN STEVEN,RAMIREZ,77
765,rider/Andrei_Solomennikov,ANDREI,SOLOMENNIKOV,23
943,rider/Miguel_Angel_Lopez,MIGUEL ÃNGEL,LÃ³PEZ,16
592,rider/Xandro_Meurisse,XANDRO,MEURISSE,29
1003,rider/Martin_Kohler,MARTIN,KOHLER,63
373,rider/Daniel_Hoelgaard,DANIEL,HOELGAARD,12
696,rider/Eliot_Lietaer,ELIOT,LIETAER,33
125,rider/Jaco_Venter,JACO,VENTER,11
1187,rider/Michel_Koch,MICHEL,KOCH,85
399,rider/Simon_Clarke,SIMON,CLARKE,15
831,rider/Steven_Lammertink,STEVEN,LAMMERTINK,14
1238,rider/Koldo_Fernandez,KOLDO,FERNáNDEZ,81
1076,rider/Dominique_Rollin,DOMINIQUE,ROLLIN,32
365,rider/Jerome_Baugnies,JEROME,BAUGNIES,29
84,rider/Tom_Jelte_Slagter,TOM-JELTE,SLAGTER,15
1236,rider/Stephane_Poulhies,STéPHANE,POULHIES,32
900,rider/Paul_Voss,PAUL,VOSS,56
495,rider/Davide_Villella,DAVIDE,VILLELLA,15
366,rider/Bram_Tankink,BRAM,TANKINK,14
1033,rider/Peter_Williams_1,PETER,WILLIAMS,65
215,rider/Maxime_Monfort,MAXIME,MONFORT,10
509,rider/Adam_Yates,ADAM,YATES,1
1066,rider/Giampaolo_Caruso,GIAMPAOLO,CARUSO,54
711,rider/Alex_Turrin,ALEX,TURRIN,39
161,rider/Ivan_Savitskiy,IVAN,SAVITSKIY,23
1173,rider/Mark_O_Brien,MARK,O' BRIEN,87
97,rider/Simon_Geschke,SIMON,GESCHKE,6
1252,rider/Arthur_Vanoverberghe,ARTHUR,VANOVERBERGHE,61
627,rider/Sergio_Pardilla,SERGIO,PARDILLA,43
773,rider/Cristian_Rodriguez,CRISTIAN,RODRíGUEZ,39
1086,rider/Stig_Broeckx,STIG,BROECKX,10
913,rider/Joaquim_Rodriguez,JOAQUIM,RODRÃ­GUEZ,54
672,rider/Loic_Chetout,LOïC,CHETOUT,32
312,rider/Alexis_Gougeard,ALEXIS,GOUGEARD,19
139,rider/Jonathan_Clarke,JONATHAN,CLARKE,21
1135,rider/Louis_Verhelst,LOUIS,VERHELST,32
522,rider/Filippo_Ganna,FILIPPO,GANNA,4
266,rider/nikolay_Trusov,NIKOLAY,TRUSOV,23
1081,rider/Jerome_Pineau,JÃ©ROME,PINEAU,51
1207,rider/Maxim_Iglinskiy,MAXIM,IGLINSKIY,16
1039,rider/Matthew_Goss,MATTHEW,GOSS,65
23,rider/Jack_Bauer,JACK,BAUER,17
1026,rider/Kamil_Zielinski,KAMIL,ZIELIńSKI,66
766,rider/Branislau_Samoilau,BRANISLAU,SAMOILAU,40
709,rider/Eugert_Zhupa,EUGERT,ZHUPA,39
1116,rider/Kevin_Ledanois,KEVIN,LEDANOIS,72
996,rider/Bartosz_Huzarski,BARTOSZ,HUZARSKI,56
325,rider/Stijn_Vandenbergh,STIJN,VANDENBERGH,19
201,rider/Emanuel_Buchmann,EMANUEL,BUCHMANN,3
246,rider/Valerio_Agnoli,VALERIO,AGNOLI,5
1170,rider/Cameron_Wurf,CAMERON,WURF,85
1042,rider/Leopold_Konig,LEOPOLD,KÃ¶NIG,2
553,rider/Michael_Morkov,MICHAEL,MÃ¸RKÃ¸V,7
450,rider/Jakob_Fuglsang,JAKOB,FUGLSANG,16
1189,rider/Aliaksandr_Kuchynski,ALIAKSANDR,KUCHYNSKI,54
739,rider/Michal_Paluta,MICHAL,PALUTA,40
825,rider/Eric_Young,ERIC,YOUNG,44
477,rider/Natnael_Berhane,NATNAEL,BERHANE,11
429,rider/Simon_Yates,SIMON,YATES,1
364,rider/Yves_Lampaert,YVES,LAMPAERT,17
1112,rider/Francis_De_Greef,FRANCIS,DE GREEF,29
536,rider/Javier_Megias,JAVIER,MEGIAS,27
378,rider/Guillaume_Boivin,GUILLAUME,BOIVIN,35
298,rider/Guillaume_Van_Keirsbulck,GUILLAUME,VAN KEIRSBULCK,29
535,rider/Hideto_nakane,HIDETO,NAKANE,26
868,rider/Sergio_Paulinho,SéRGIO,PAULINHO,49
1281,rider/Francesco_Lasca,FRANCESCO,LASCA,43
277,rider/Tao_Geoghegan_Hart,TAO,GEOGHEGAN HART,2
997,rider/Alex_Peters,ALEX,PETERS,2
651,rider/Frederik_Veuchelen,FREDERIK,VEUCHELEN,29
924,rider/Jordi_Simon,JORDI,SIMÃ³N,59
88,rider/Enrico_Battaglin,ENRICO,BATTAGLIN,14
1227,rider/Koldo_Fernandez,KOLDO,FERNÃ¡NDEZ,81
1015,rider/Damiano_Cunego,DAMIANO,CUNEGO,26
679,rider/Mihkel_Raim,MIHKEL,RAIM,35
226,rider/Axel_Domont,AXEL,DOMONT,19
650,rider/Patryk_Stosz,PATRYK,STOSZ,40
64,rider/Kenny_Elissonde,KENNY,ELISSONDE,2
1073,rider/Kristof_Vandewalle,KRISTOF,VANDEWALLE,69
617,rider/Jan_Hirt,JAN,HIRT,40
848,rider/Maarten_Tjallingii,MAARTEN,TJALLINGII,14
870,rider/Amets_Txurruka,AMETS,TXURRUKA,46
914,rider/Sebastien_Turgot,SÃ©BASTIEN,TURGOT,19
96,rider/Ben_Gastauer,BEN,GASTAUER,19
842,rider/Egor_Silin,EGOR,SILIN,54
632,rider/Andrew_Talansky,ANDREW,TALANSKY,15
34,rider/Matthieu_Ladagnous,MATTHIEU,LADAGNOUS,12
828,rider/Angel_Madrazo,ÁNGEL,MADRAZO,37
1136,rider/James_Vanlandschoot,JAMES,VANLANDSCHOOT,29
929,rider/Oliver_Zaugg,OLIVER,ZAUGG,51
1006,rider/Alexander_Serov,ALEXANDER,SEROV,23
410,rider/Chad_Haga,CHAD,HAGA,6
732,rider/Romain_Sicard,ROMAIN,SICARD,28
906,rider/Domingos_Goncalves,DOMINGOS,GONçALVES,43
1179,rider/Ivan_Gutierrez,IVáN,GUTIéRREZ,13
158,rider/Michel_Kreder,MICHEL,KREDER,22
1203,rider/Dominik_Klemme,DOMINIC,KLEMME,51
145,rider/Scott_Bowden,SCOTT,BOWDEN,20
188,rider/nicolas_Roche,NICOLAS,ROCHE,9
393,rider/Primoz_Roglic,PRIMOZ,ROGLIC,14
834,rider/Daniel_Pearson,DANIEL,PEARSON,22
586,rider/Guillaume_Levarlet,GUILLAUME,LEVARLET,29
1096,rider/Camilo_Jorge_Castiblanco,JORGE CAMILO,CASTIBLANCO,77
138,rider/Mitchell_Docker,MITCHELL,DOCKER,1
153,rider/Tim_Ariesen,TIM,ARIESEN,24
1174,rider/Jens_Voigt,JENS,VOIGT,69
883,rider/Frank_Schleck,FRÃ¤NK,SCHLECK,8
919,rider/Francesco_Chicchi,FRANCESCO,CHICCHI,57
479,rider/Marc_Sarreau,MARC,SARREAU,12
1206,rider/Chris_Horner,CHRIS,HORNER,48
768,rider/Giacomo_Nizzolo,GIACOMO,NIZZOLO,8
1064,rider/Rick_Flens,RICK,FLENS,14
723,rider/Fabricio_Ferrari,FABRICIO,FERRARI,43
1019,rider/Tony_Hurel,TONY,HUREL,28
1091,rider/Luca_Paolini,LUCA,PAOLINI,54
472,rider/Borut_Bozic,BORUT,BOZIC,5
857,rider/Jesse_Sergent,JESSE,SERGENT,19
102,rider/Tsgabu_Gebremaryam_Grmay,TSGABU,GRMAY,5
581,rider/Brian_Kamstra,BRIAN,KAMSTRA,27
1235,rider/Joshua_Edmondson,JOSHUA,EDMONDSON,2
38,rider/Richie_Porte,RICHIE,PORTE,9
729,rider/Cedric_Pineau,CéDRIC,PINEAU,12
107,rider/Jesus_Herrada_Lopez,JESúS,HERRADA,13
790,rider/Ruben_Plaza,RUBÃ©N,PLAZA,1
977,rider/Miguel_Angel_Benito,MIGUEL ÁNGEL,BENITO,43
1204,rider/Lloyd_Mondory,LLOYD,MONDORY,19
799,rider/Jesus_Hernandez_3,JESÃºS,HERNÃ¡NDEZ,8
118,rider/Thomas_Scully,THOMAS,SCULLY,15
955,rider/Javier_Aramendia,JAVIER,ARAMENDIA,43
954,rider/Jeremy_Maison,JÃ©RÃ©MY,MAISON,12
992,rider/Michael_Reihs,MICHAEL,REIHS,62
560,rider/Daniel_Felipe_Martinez,DANIEL FELIPE,MARTINEZ,39
149,rider/Michael_Hepburn,MICHAEL,HEPBURN,1
299,rider/Michael_Schar,MICHAEL,SCHAR,9
614,rider/Stephane_Rossetto,STEPHANE,ROSSETTO,32
820,rider/Marco_Mathis,MARCO,MATHIS,7
53,rider/Yukiya_Arashiro,YUKIYA,ARASHIRO,5
442,rider/Michael_Matthews,MICHAEL,MATTHEWS,6
788,rider/Jeremy_Roy,JÃ©RÃ©MY,ROY,12
372,rider/Lasse_norman_Hansen,LASSE NORMAN,HANSEN,22
580,rider/Roman_Maikin,ROMAN,MAIKIN,23
236,rider/Pello_Bilbao,PELLO,BILBAO,16
281,rider/Alex_Dowsett,ALEX,DOWSETT,13
909,rider/Yaroslav_Popovych,YAROSLAV,POPOVYCH,8
432,rider/Gatis_Smukulis,GATIS,SMUKULIS,37
951,rider/Jiri_Polnicky,JIRI,POLNICKY,59
376,rider/Julien_Vermote,JULIEN,VERMOTE,17
1256,rider/Dennis_Van_niekerk,DENNIS,VAN NIEKERK,75
939,rider/Johannes_Frohlinger,JOHANNES,FRÃ¶HLINGER,53
29,rider/Diego_Ulissi,DIEGO,ULISSI,4
41,rider/Danilo_Wyss,DANILO,WYSS,9
268,rider/Igor_Anton,IGOR,ANTON,11
398,rider/nans_Peters,NANS,PETERS,19
1253,rider/Robinson_Chalapud,ROBINSON,CHALAPUD,77
916,rider/Domingos_Goncalves,DOMINGOS,GONÃ§ALVES,43
474,rider/Christophe_Laporte,CHRISTOPHE,LAPORTE,32
925,rider/Andre_Cardoso,ANDRÃ©,CARDOSO,47
1255,rider/Gustav_Larsson,GUSTAV,LARSSON,51
656,rider/Hector_Saez,HéCTOR,SAEZ,43
1161,rider/Manabu_Ishibashi,MANABU,ISHIBASHI,26
948,rider/Pawel_Cieslik,PAWEÅ‚,CIEÅ›LIK,59
892,rider/Fabian_Cancellara,FABIAN,CANCELLARA,8
30,rider/Lars_Ytting_Bak,LARS YTTING,BAK,10
1177,rider/nicki_Sorensen,NICKI,SøRENSEN,71
438,rider/Grega_Bole,GREGA,BOLE,5
1195,rider/Julien_Fouchard,JULIEN,FOUCHARD,32
1016,rider/Genki_Yamamoto,GENKI,YAMAMOTO,26
283,rider/Sep_Vanmarcke,SEP,VANMARCKE,15
329,rider/Jelle_Wallays,JELLE,WALLAYS,10
605,rider/Anass_Ait_El_Abdia,ANASS,AIT EL ABDIA,4
780,rider/Lukas_Postlberger,LUKAS,PÃ¶STLBERGER,3
557,rider/Alexey_Tsatevich,ALEXEY,TSATEVICH,23
805,rider/Matteo_Dal_cin,MATTEO,DAL-CIN,44
931,rider/Rein_Taaramae,REIN,TAARAMÃ¤E,54
877,rider/Rafal_Majka,RAFAÅ‚,MAJKA,49
860,rider/Marcel_Aregger,MARCEL,AREGGER,51
551,rider/Jasha_Sutterlin,JASHA,SÃ¼TTERLIN,13
4,rider/Marko_Kump,MARKO,KUMP,4
223,rider/Kiel_Reijnen,KIEL,REIJNEN,8
1113,rider/Thomas_Danielson,THOMAS,DANIELSON,70
443,rider/Mauro_Finetto,MAURO,FINETTO,37
12,rider/Jay_Mccarthy,JAY,MCCARTHY,3
1242,rider/nicola_Testi,NICOLA,TESTI,91
74,rider/Alex_Howes,ALEX,HOWES,15
1041,rider/Benat_Intxausti,BEñAT,INTXAUSTI,2
1125,rider/Fabio_Silvestre,FÃ¡BIO,SILVESTRE,69
647,rider/Antonio_nibali,ANTONIO,NIBALI,5
747,rider/Bryan_Nauleau,BRYAN,NAULEAU,28
1053,rider/David_Drouin,DAVID,DROUIN,68
1122,rider/Tim_De_Troyer,TIM,DE TROYER,29
159,rider/Tanner_Putt,TANNER,PUTT,21
1163,rider/Ramon_Carretero,RAMON,CARRETERO,78
510,rider/Lars_Boom,LARS,BOOM,14
321,rider/Mathew_Hayman,MATHEW,HAYMAN,1
963,rider/Kevin_Van_Melsen,KEVIN,VAN MELSEN,29
463,rider/Julien_Simon,JULIEN,SIMON,32
802,rider/Colin_Joyce,COLIN,JOYCE,44
1031,rider/Yanto_Barker,YANTO,BARKER,65
92,rider/Jai_Hindley,JAI,HINDLEY,18
946,rider/Adam_Stachowiak,ADAM,STACHOWIAK,59
942,rider/Sylwester_Szmyd,SYLWESTER,SZMYD,40
415,rider/Diego_Rosa,DIEGO,ROSA,2
809,rider/Adam_De_Vos,ADAM,DE VOS,44
1148,rider/Daniel_Summerhill,DANIEL,SUMMERHILL,21
571,rider/Jakub_Mareczko,JAKUB,MARECZKO,39
310,rider/Sonny_Colbrelli,SONNY,COLBRELLI,5
453,rider/Enrico_Gasparotto,ENRICO,GASPAROTTO,5
644,rider/Magno_Prado,MAGNO,NAZARET,41
779,rider/Ilia_Koshevoy,ILIA,KOSHEVOY,39
872,rider/Yuri_Trofimov,YURI,TROFIMOV,49
1199,rider/Egoitz_Garcia,EGOITZ,GARCÃ­A,38
343,rider/Olivier_Pardini,OLIVIER,PARDINI,30
494,rider/Jens_Keukeleire,JENS,KEUKELEIRE,1
109,rider/Mads_Pedersen,MADS,PEDERSEN,8
830,rider/Leopold_Konig,LEOPOLD,KöNIG,3
623,rider/Hernan_Aguirre,HERNAN,AGUIRRE,42
219,rider/Dario_Cataldo,DARIO,CATALDO,16
403,rider/Rigoberto_Uran,RIGOBERTO,URAN,15
116,rider/Angel_Vicioso,ÁNGEL,VICIOSO,7
273,rider/Simone_Andreetta,SIMONE,ANDREETTA,25
480,rider/Luka_Pibernik,LUKA,PIBERNIK,5
89,rider/Jhonatan_Restrepo,JHONATAN,RESTREPO,7
974,rider/Fredrik_Ludvigsson,FREDRIK,LUDVIGSSON,53
420,rider/Romain_Hardy,ROMAIN,HARDY,31
512,rider/Javier_Moreno,JAVIER,MORENO,5
242,rider/Robert_Power,ROBERT,POWER,1
