
Stage: 0
JAKOB FUGLSANG,200
ALEXANDER KRISTOFF,200
NACER BOUHANNI,200
GREG VAN AVERMAET,200
RIGOBERTO URAN,200
BAUKE MOLLEMA,200
JOHAN ESTEBAN CHAVES RUBIO,200
LOUIS MEINTJES,200
WARREN BARGUIL,200
PIERRE ROLLAND,200
DIEGO ULISSI,200
MIKEL NIEVE,200
ALEXIS VUILLERMOZ,200
GIANLUCA BRAMBILLA,200
NICOLAS ROCHE,200
ARTHUR VICHOT,200
JARLINSON PANTANO,200
MATHIAS FRANK,200
DAVIDE CIMOLAI,200
DAMIANO CARUSO,200
MICHAEL VALGREN,200
RUDY MOLARD,200
DANIEL NAVARRO,200
JüRGEN ROELANDTS,200
BEN SWIFT,200
OLIVER NAESEN,200
JENS KEUKELEIRE,200
DARWIN ATAPUMA,200
MARCO MARCATO,200
LAURENS TEN DAM,200
SERGE PAUWELS,200
ANDREY ZEITS,200
RAMON SINKELDAM,200
YUKIYA ARASHIRO,200
ROMAIN HARDY,200
NIKIAS ARNDT,200
DYLAN VAN BAARLE,200
BEN GASTAUER,200
ADAM HANSEN,200
LUIS ANGEL MATE,200
MARCUS BURGHARDT,200
CYRIL GAUTIER,200
DMITRIY GRUZDEV,200
YOHANN GENE,200
ROMAIN SICARD,200
SCOTT THWAITES,200
MICHAEL SCHäR,200
LUKE ROWE,200
FLORIAN VACHON,200
MARCO HALLER,200
BERNHARD EISEL,200
GREGA BOLE,200
MATHEW HAYMAN,200
FABIO SABATINI,200
MARCO MINNAARD,200
ANGELO TULIK,200
ROY CURVERS,200
KOEN DE KORT,200
OLIVIER LE GAC,200
BORUT BOZIC,200

Stage: 1
CHRIS FROOME,15
PRIMOZ ROGLIC,15
SONNY COLBRELLI,15
ANDREY AMADOR,15
TIESJ BENOOT,15
BEN SWIFT,15
STEVE CUMMINGS,15
SIMON CLARKE,15
VEGARD STAKE LAENGEN,15
REINARDT JANSE VAN RENSBURG,15
JULIEN VERMOTE,15
ROMAIN HARDY,15
RICK ZABEL,15
DANILO WYSS,15
DARYL IMPEY,15
NAIRO QUINTANA,50
ROMAIN BARDET,50
MICHAL KWIATKOWSKI,50
RAFAL MAJKA,50
JOHAN ESTEBAN CHAVES RUBIO,50
ROMAN KREUZIGER,50
SIMON YATES,50
GEORGE BENNETT,50
EMANUEL BUCHMANN,50
FABIO FELLINE,50
GIANLUCA BRAMBILLA,50
STEFAN KüNG,50
CARLOS BETANCUR,50
HAIMAR ZUBELDIA,50
THOMAS DE GENDT,50
NICOLAS EDET,50
DAMIEN HOWSON,50
CHRISTOPHE LAPORTE,50
PAWEL POLJANSKI,50
MAXIME BOUET,50
AXEL DOMONT,50
MICHAEL SCHäR,50
JACOBUS VENTER,50
PERRIG QUEMENEUR,50
YOANN OFFREDO,50
ALBERT TIMMER,50
MARKEL IRIZAR,50
ROBERT WAGNER,50
ANDRE GREIPEL,100
ALBERTO CONTADOR,100
FABIO ARU,100
DANIEL MARTIN,100
THIBAUT PINOT,100
ANDREW TALANSKY,100
SERGIO HENAO,100
ZDENEK STYBAR,100
PIERRE-ROGER LATOUR,100
TIM WELLENS,100
DARIO CATALDO,100
JAN BAKELANTS,100
JAY MCCARTHY,100
JENS KEUKELEIRE,100
ALBERTO BETTIOL,100
JONATHAN CASTROVIEJO NICOLAS,100
TIAGO MACHADO,100
KRISTIJAN DURASEK,100
BRICE FEILLU,100
BEN GASTAUER,100
ADAM HANSEN,100
MARCUS BURGHARDT,100
PIERRE-LUC PERICHON,100
JAVIER MORENO,100
TSGABU GEBREMARIAM GRMAY,100
JULIEN SIMON,100
FABIO SABATINI,100
MIKE TEUNISSEN,100
ANGELO TULIK,100
MARCEL KITTEL,200
PHILIPPE GILBERT,200
JAKOB FUGLSANG,200
ALEXANDER KRISTOFF,200
MIKEL LANDA,200
NACER BOUHANNI,200
MICHAEL MATTHEWS,200
GREG VAN AVERMAET,200
TONY MARTIN,200
JOHN DEGENKOLB,200
RIGOBERTO URAN,200
BAUKE MOLLEMA,200
LOUIS MEINTJES,200
WARREN BARGUIL,200
EDVALD BOASSON HAGEN,200
PIERRE ROLLAND,200
VASIL KIRYIENKA,200
TONY GALLOPIN,200
DIEGO ULISSI,200
MIKEL NIEVE,200
ALEXIS VUILLERMOZ,200
LILIAN CALMEJANE,200
NICOLAS ROCHE,200
ARTHUR VICHOT,200
SYLVAIN CHAVANEL,200
ADRIEN PETIT,200
JARLINSON PANTANO,200
MATHIAS FRANK,200
DAVIDE CIMOLAI,200
MICHAEL ALBASINI,200
DAMIANO CARUSO,200
MICHAEL VALGREN,200
RUDY MOLARD,200
DANIEL NAVARRO,200
JüRGEN ROELANDTS,200
OLIVER NAESEN,200
THOMAS VOECKLER,200
DARWIN ATAPUMA,200
MARCO MARCATO,200
DANIELE BENNATI,200
JACK BAUER,200
LAURENS TEN DAM,200
SERGE PAUWELS,200
SIMON GESCHKE,200
ALEXEY LUTSENKO,200
ANDREY ZEITS,200
MACIEJ BODNAR,200
ANDRIY GRIVKO,200
RAMON SINKELDAM,200
ALESSANDRO DE MARCHI,200
YUKIYA ARASHIRO,200
NIKIAS ARNDT,200
DYLAN VAN BAARLE,200
LUIS ANGEL MATE,200
PAUL MARTENS,200
CYRIL GAUTIER,200
DMITRIY GRUZDEV,200
YOHANN GENE,200
ROMAIN SICARD,200
LARS YTTING BAK,200
SCOTT THWAITES,200
MARCEL SIEBERG,200
LUKE ROWE,200
IMANOL ERVITI,200
FLORIAN VACHON,200
MARCO HALLER,200
BERNHARD EISEL,200
MICHAEL GOGL,200
GREGA BOLE,200
MATHEW HAYMAN,200
RETO HOLLENSTEN,200
MARCO MINNAARD,200
CHRISTIAN KNEES,200
ROY CURVERS,200
KOEN DE KORT,200
OLIVIER LE GAC,200
CYRIL LEMOINE,200
BORUT BOZIC,200

Stage: 2
CHRIS FROOME,15
PRIMOZ ROGLIC,15
SONNY COLBRELLI,15
ANDREY AMADOR,15
TIESJ BENOOT,15
BEN SWIFT,15
STEVE CUMMINGS,15
SIMON CLARKE,15
VEGARD STAKE LAENGEN,15
REINARDT JANSE VAN RENSBURG,15
JULIEN VERMOTE,15
ROMAIN HARDY,15
RICK ZABEL,15
DANILO WYSS,15
DARYL IMPEY,15
NAIRO QUINTANA,50
ROMAIN BARDET,50
MICHAL KWIATKOWSKI,50
RAFAL MAJKA,50
JOHAN ESTEBAN CHAVES RUBIO,50
ROMAN KREUZIGER,50
SIMON YATES,50
GEORGE BENNETT,50
EMANUEL BUCHMANN,50
DARIO CATALDO,50
FABIO FELLINE,50
GIANLUCA BRAMBILLA,50
STEFAN KüNG,50
CARLOS BETANCUR,50
HAIMAR ZUBELDIA,50
THOMAS DE GENDT,50
NICOLAS EDET,50
DAMIEN HOWSON,50
CHRISTOPHE LAPORTE,50
PAWEL POLJANSKI,50
MAXIME BOUET,50
AXEL DOMONT,50
MICHAEL SCHäR,50
JACOBUS VENTER,50
PERRIG QUEMENEUR,50
YOANN OFFREDO,50
ALBERT TIMMER,50
MARKEL IRIZAR,50
ROBERT WAGNER,50
ANDRE GREIPEL,100
ALBERTO CONTADOR,100
FABIO ARU,100
DANIEL MARTIN,100
THIBAUT PINOT,100
ANDREW TALANSKY,100
SERGIO HENAO,100
ZDENEK STYBAR,100
PIERRE-ROGER LATOUR,100
TIM WELLENS,100
JAN BAKELANTS,100
JAY MCCARTHY,100
JENS KEUKELEIRE,100
ALBERTO BETTIOL,100
JONATHAN CASTROVIEJO NICOLAS,100
TIAGO MACHADO,100
KRISTIJAN DURASEK,100
BRICE FEILLU,100
BEN GASTAUER,100
MARCUS BURGHARDT,100
PIERRE-LUC PERICHON,100
JAVIER MORENO,100
TSGABU GEBREMARIAM GRMAY,100
JULIEN SIMON,100
RETO HOLLENSTEN,100
FABIO SABATINI,100
MIKE TEUNISSEN,100
MARCEL KITTEL,200
PHILIPPE GILBERT,200
JAKOB FUGLSANG,200
ALEXANDER KRISTOFF,200
MIKEL LANDA,200
NACER BOUHANNI,200
MICHAEL MATTHEWS,200
GREG VAN AVERMAET,200
TONY MARTIN,200
JOHN DEGENKOLB,200
RIGOBERTO URAN,200
BAUKE MOLLEMA,200
LOUIS MEINTJES,200
WARREN BARGUIL,200
EDVALD BOASSON HAGEN,200
PIERRE ROLLAND,200
VASIL KIRYIENKA,200
TONY GALLOPIN,200
DIEGO ULISSI,200
MIKEL NIEVE,200
ALEXIS VUILLERMOZ,200
LILIAN CALMEJANE,200
NICOLAS ROCHE,200
ARTHUR VICHOT,200
SYLVAIN CHAVANEL,200
ADRIEN PETIT,200
JARLINSON PANTANO,200
MATHIAS FRANK,200
DAVIDE CIMOLAI,200
MICHAEL ALBASINI,200
DAMIANO CARUSO,200
MICHAEL VALGREN,200
RUDY MOLARD,200
DANIEL NAVARRO,200
JüRGEN ROELANDTS,200
OLIVER NAESEN,200
THOMAS VOECKLER,200
DARWIN ATAPUMA,200
MARCO MARCATO,200
DANIELE BENNATI,200
JACK BAUER,200
LAURENS TEN DAM,200
SERGE PAUWELS,200
SIMON GESCHKE,200
ALEXEY LUTSENKO,200
ANDREY ZEITS,200
MACIEJ BODNAR,200
ANDRIY GRIVKO,200
RAMON SINKELDAM,200
ALESSANDRO DE MARCHI,200
YUKIYA ARASHIRO,200
NIKIAS ARNDT,200
DYLAN VAN BAARLE,200
ADAM HANSEN,200
LUIS ANGEL MATE,200
PAUL MARTENS,200
CYRIL GAUTIER,200
DMITRIY GRUZDEV,200
YOHANN GENE,200
ROMAIN SICARD,200
LARS YTTING BAK,200
SCOTT THWAITES,200
MARCEL SIEBERG,200
LUKE ROWE,200
IMANOL ERVITI,200
FLORIAN VACHON,200
MARCO HALLER,200
BERNHARD EISEL,200
MICHAEL GOGL,200
GREGA BOLE,200
MATHEW HAYMAN,200
MARCO MINNAARD,200
ANGELO TULIK,200
CHRISTIAN KNEES,200
ROY CURVERS,200
KOEN DE KORT,200
OLIVIER LE GAC,200
CYRIL LEMOINE,200
BORUT BOZIC,200

Stage: 3
CHRIS FROOME,15
PRIMOZ ROGLIC,15
SONNY COLBRELLI,15
ANDREY AMADOR,15
TIESJ BENOOT,15
BEN SWIFT,15
STEVE CUMMINGS,15
SIMON CLARKE,15
VEGARD STAKE LAENGEN,15
REINARDT JANSE VAN RENSBURG,15
JULIEN VERMOTE,15
ROMAIN HARDY,15
RICK ZABEL,15
DANILO WYSS,15
DARYL IMPEY,15
NAIRO QUINTANA,50
ALBERTO CONTADOR,50
ROMAIN BARDET,50
MICHAL KWIATKOWSKI,50
RAFAL MAJKA,50
JOHAN ESTEBAN CHAVES RUBIO,50
ROMAN KREUZIGER,50
SIMON YATES,50
GEORGE BENNETT,50
EMANUEL BUCHMANN,50
FABIO FELLINE,50
GIANLUCA BRAMBILLA,50
STEFAN KüNG,50
CARLOS BETANCUR,50
HAIMAR ZUBELDIA,50
THOMAS DE GENDT,50
NICOLAS EDET,50
DAMIEN HOWSON,50
CHRISTOPHE LAPORTE,50
PAWEL POLJANSKI,50
MAXIME BOUET,50
AXEL DOMONT,50
MICHAEL SCHäR,50
JACOBUS VENTER,50
PERRIG QUEMENEUR,50
YOANN OFFREDO,50
ALBERT TIMMER,50
MARKEL IRIZAR,50
ROBERT WAGNER,50
ANDRE GREIPEL,100
FABIO ARU,100
DANIEL MARTIN,100
NACER BOUHANNI,100
THIBAUT PINOT,100
ANDREW TALANSKY,100
SERGIO HENAO,100
ZDENEK STYBAR,100
PIERRE-ROGER LATOUR,100
TIM WELLENS,100
DARIO CATALDO,100
JAN BAKELANTS,100
JAY MCCARTHY,100
JENS KEUKELEIRE,100
ALBERTO BETTIOL,100
JONATHAN CASTROVIEJO NICOLAS,100
TIAGO MACHADO,100
KRISTIJAN DURASEK,100
BRICE FEILLU,100
BEN GASTAUER,100
ADAM HANSEN,100
MARCUS BURGHARDT,100
PIERRE-LUC PERICHON,100
JAVIER MORENO,100
TSGABU GEBREMARIAM GRMAY,100
JULIEN SIMON,100
FABIO SABATINI,100
MIKE TEUNISSEN,100
ANGELO TULIK,100
MARCEL KITTEL,200
PHILIPPE GILBERT,200
JAKOB FUGLSANG,200
ALEXANDER KRISTOFF,200
MIKEL LANDA,200
MICHAEL MATTHEWS,200
GREG VAN AVERMAET,200
TONY MARTIN,200
JOHN DEGENKOLB,200
RIGOBERTO URAN,200
BAUKE MOLLEMA,200
LOUIS MEINTJES,200
WARREN BARGUIL,200
EDVALD BOASSON HAGEN,200
PIERRE ROLLAND,200
VASIL KIRYIENKA,200
TONY GALLOPIN,200
DIEGO ULISSI,200
MIKEL NIEVE,200
ALEXIS VUILLERMOZ,200
LILIAN CALMEJANE,200
NICOLAS ROCHE,200
ARTHUR VICHOT,200
SYLVAIN CHAVANEL,200
ADRIEN PETIT,200
JARLINSON PANTANO,200
MATHIAS FRANK,200
DAVIDE CIMOLAI,200
MICHAEL ALBASINI,200
DAMIANO CARUSO,200
MICHAEL VALGREN,200
RUDY MOLARD,200
DANIEL NAVARRO,200
JüRGEN ROELANDTS,200
OLIVER NAESEN,200
THOMAS VOECKLER,200
DARWIN ATAPUMA,200
MARCO MARCATO,200
DANIELE BENNATI,200
JACK BAUER,200
LAURENS TEN DAM,200
SERGE PAUWELS,200
SIMON GESCHKE,200
ALEXEY LUTSENKO,200
ANDREY ZEITS,200
MACIEJ BODNAR,200
ANDRIY GRIVKO,200
RAMON SINKELDAM,200
ALESSANDRO DE MARCHI,200
YUKIYA ARASHIRO,200
NIKIAS ARNDT,200
DYLAN VAN BAARLE,200
LUIS ANGEL MATE,200
PAUL MARTENS,200
CYRIL GAUTIER,200
DMITRIY GRUZDEV,200
YOHANN GENE,200
ROMAIN SICARD,200
LARS YTTING BAK,200
SCOTT THWAITES,200
MARCEL SIEBERG,200
LUKE ROWE,200
IMANOL ERVITI,200
FLORIAN VACHON,200
MARCO HALLER,200
BERNHARD EISEL,200
MICHAEL GOGL,200
GREGA BOLE,200
MATHEW HAYMAN,200
RETO HOLLENSTEN,200
MARCO MINNAARD,200
CHRISTIAN KNEES,200
ROY CURVERS,200
KOEN DE KORT,200
OLIVIER LE GAC,200
CYRIL LEMOINE,200
BORUT BOZIC,200

Stage: 4
CHRIS FROOME,15
NAIRO QUINTANA,15
ALBERTO CONTADOR,15
FABIO ARU,15
ROMAIN BARDET,15
MIKEL LANDA,15
RAFAL MAJKA,15
JOHAN ESTEBAN CHAVES RUBIO,15
SIMON YATES,15
PRIMOZ ROGLIC,15
EMANUEL BUCHMANN,15
LILIAN CALMEJANE,15
ANDREY AMADOR,15
NICOLAS ROCHE,15
JARLINSON PANTANO,15
DAMIANO CARUSO,15
DANIEL NAVARRO,15
THOMAS VOECKLER,15
DARWIN ATAPUMA,15
STEVE CUMMINGS,15
SIMON CLARKE,15
VEGARD STAKE LAENGEN,15
BRICE FEILLU,15
DARYL IMPEY,15
BAUKE MOLLEMA,50
ROMAN KREUZIGER,50
ANDREW TALANSKY,50
GEORGE BENNETT,50
ALEXIS VUILLERMOZ,50
DARIO CATALDO,50
GIANLUCA BRAMBILLA,50
TIESJ BENOOT,50
CARLOS BETANCUR,50
JAN BAKELANTS,50
HAIMAR ZUBELDIA,50
THOMAS DE GENDT,50
LAURENS TEN DAM,50
NICOLAS EDET,50
DAMIEN HOWSON,50
ROMAIN HARDY,50
PAWEL POLJANSKI,50
MAXIME BOUET,50
LUIS ANGEL MATE,50
ROMAIN SICARD,50
AXEL DOMONT,50
PERRIG QUEMENEUR,50
YOANN OFFREDO,50
DANIEL MARTIN,100
THIBAUT PINOT,100
SERGIO HENAO,100
ZDENEK STYBAR,100
PIERRE-ROGER LATOUR,100
SONNY COLBRELLI,100
STEFAN KüNG,100
JAY MCCARTHY,100
JENS KEUKELEIRE,100
ALBERTO BETTIOL,100
ANDREY ZEITS,100
JONATHAN CASTROVIEJO NICOLAS,100
TIAGO MACHADO,100
KRISTIJAN DURASEK,100
BEN GASTAUER,100
ADAM HANSEN,100
DANILO WYSS,100
PIERRE-LUC PERICHON,100
MICHAEL SCHäR,100
JAVIER MORENO,100
TSGABU GEBREMARIAM GRMAY,100
JULIEN SIMON,100
RETO HOLLENSTEN,100
FABIO SABATINI,100
ANGELO TULIK,100
ROY CURVERS,100
ALBERT TIMMER,100
MARCEL KITTEL,200
ANDRE GREIPEL,200
PHILIPPE GILBERT,200
JAKOB FUGLSANG,200
ALEXANDER KRISTOFF,200
NACER BOUHANNI,200
MICHAEL MATTHEWS,200
GREG VAN AVERMAET,200
TONY MARTIN,200
MICHAL KWIATKOWSKI,200
JOHN DEGENKOLB,200
RIGOBERTO URAN,200
LOUIS MEINTJES,200
WARREN BARGUIL,200
EDVALD BOASSON HAGEN,200
PIERRE ROLLAND,200
VASIL KIRYIENKA,200
TONY GALLOPIN,200
DIEGO ULISSI,200
MIKEL NIEVE,200
TIM WELLENS,200
FABIO FELLINE,200
ARTHUR VICHOT,200
SYLVAIN CHAVANEL,200
ADRIEN PETIT,200
MATHIAS FRANK,200
DAVIDE CIMOLAI,200
MICHAEL ALBASINI,200
MICHAEL VALGREN,200
RUDY MOLARD,200
JüRGEN ROELANDTS,200
BEN SWIFT,200
OLIVER NAESEN,200
MARCO MARCATO,200
DANIELE BENNATI,200
JACK BAUER,200
SERGE PAUWELS,200
SIMON GESCHKE,200
ALEXEY LUTSENKO,200
MACIEJ BODNAR,200
ANDRIY GRIVKO,200
RAMON SINKELDAM,200
ALESSANDRO DE MARCHI,200
REINARDT JANSE VAN RENSBURG,200
YUKIYA ARASHIRO,200
CHRISTOPHE LAPORTE,200
JULIEN VERMOTE,200
NIKIAS ARNDT,200
DYLAN VAN BAARLE,200
RICK ZABEL,200
PAUL MARTENS,200
MARCUS BURGHARDT,200
CYRIL GAUTIER,200
DMITRIY GRUZDEV,200
YOHANN GENE,200
LARS YTTING BAK,200
SCOTT THWAITES,200
MARCEL SIEBERG,200
LUKE ROWE,200
IMANOL ERVITI,200
FLORIAN VACHON,200
MARCO HALLER,200
BERNHARD EISEL,200
MICHAEL GOGL,200
GREGA BOLE,200
MATHEW HAYMAN,200
JACOBUS VENTER,200
MIKE TEUNISSEN,200
MARCO MINNAARD,200
CHRISTIAN KNEES,200
KOEN DE KORT,200
OLIVIER LE GAC,200
MARKEL IRIZAR,200
CYRIL LEMOINE,200
ROBERT WAGNER,200
BORUT BOZIC,200

Stage: 5
CHRIS FROOME,15
PRIMOZ ROGLIC,15
ANDREY AMADOR,15
BEN SWIFT,15
STEVE CUMMINGS,15
SIMON CLARKE,15
VEGARD STAKE LAENGEN,15
REINARDT JANSE VAN RENSBURG,15
CHRISTOPHE LAPORTE,15
JULIEN VERMOTE,15
ROMAIN HARDY,15
RICK ZABEL,15
DANILO WYSS,15
DARYL IMPEY,15
NAIRO QUINTANA,50
ALBERTO CONTADOR,50
ROMAIN BARDET,50
MICHAL KWIATKOWSKI,50
RAFAL MAJKA,50
JOHAN ESTEBAN CHAVES RUBIO,50
ROMAN KREUZIGER,50
SIMON YATES,50
ANDREW TALANSKY,50
GEORGE BENNETT,50
EMANUEL BUCHMANN,50
DARIO CATALDO,50
FABIO FELLINE,50
GIANLUCA BRAMBILLA,50
STEFAN KüNG,50
TIESJ BENOOT,50
CARLOS BETANCUR,50
HAIMAR ZUBELDIA,50
THOMAS DE GENDT,50
NICOLAS EDET,50
DAMIEN HOWSON,50
PAWEL POLJANSKI,50
MAXIME BOUET,50
AXEL DOMONT,50
MICHAEL SCHäR,50
JACOBUS VENTER,50
PERRIG QUEMENEUR,50
YOANN OFFREDO,50
ALBERT TIMMER,50
MARKEL IRIZAR,50
ROBERT WAGNER,50
ANDRE GREIPEL,100
FABIO ARU,100
DANIEL MARTIN,100
NACER BOUHANNI,100
THIBAUT PINOT,100
SERGIO HENAO,100
ZDENEK STYBAR,100
PIERRE-ROGER LATOUR,100
SONNY COLBRELLI,100
JAN BAKELANTS,100
JAY MCCARTHY,100
JENS KEUKELEIRE,100
ALBERTO BETTIOL,100
ANDREY ZEITS,100
JONATHAN CASTROVIEJO NICOLAS,100
TIAGO MACHADO,100
KRISTIJAN DURASEK,100
BRICE FEILLU,100
BEN GASTAUER,100
ADAM HANSEN,100
MARCUS BURGHARDT,100
PIERRE-LUC PERICHON,100
JAVIER MORENO,100
TSGABU GEBREMARIAM GRMAY,100
JULIEN SIMON,100
FABIO SABATINI,100
MIKE TEUNISSEN,100
MARCEL KITTEL,200
PHILIPPE GILBERT,200
JAKOB FUGLSANG,200
ALEXANDER KRISTOFF,200
MIKEL LANDA,200
MICHAEL MATTHEWS,200
GREG VAN AVERMAET,200
TONY MARTIN,200
JOHN DEGENKOLB,200
RIGOBERTO URAN,200
BAUKE MOLLEMA,200
LOUIS MEINTJES,200
WARREN BARGUIL,200
EDVALD BOASSON HAGEN,200
PIERRE ROLLAND,200
VASIL KIRYIENKA,200
TONY GALLOPIN,200
DIEGO ULISSI,200
MIKEL NIEVE,200
ALEXIS VUILLERMOZ,200
TIM WELLENS,200
LILIAN CALMEJANE,200
NICOLAS ROCHE,200
ARTHUR VICHOT,200
SYLVAIN CHAVANEL,200
ADRIEN PETIT,200
JARLINSON PANTANO,200
MATHIAS FRANK,200
DAVIDE CIMOLAI,200
MICHAEL ALBASINI,200
DAMIANO CARUSO,200
MICHAEL VALGREN,200
RUDY MOLARD,200
DANIEL NAVARRO,200
JüRGEN ROELANDTS,200
OLIVER NAESEN,200
THOMAS VOECKLER,200
DARWIN ATAPUMA,200
MARCO MARCATO,200
DANIELE BENNATI,200
JACK BAUER,200
LAURENS TEN DAM,200
SERGE PAUWELS,200
SIMON GESCHKE,200
ALEXEY LUTSENKO,200
MACIEJ BODNAR,200
ANDRIY GRIVKO,200
RAMON SINKELDAM,200
ALESSANDRO DE MARCHI,200
YUKIYA ARASHIRO,200
NIKIAS ARNDT,200
DYLAN VAN BAARLE,200
LUIS ANGEL MATE,200
PAUL MARTENS,200
CYRIL GAUTIER,200
DMITRIY GRUZDEV,200
YOHANN GENE,200
ROMAIN SICARD,200
LARS YTTING BAK,200
SCOTT THWAITES,200
MARCEL SIEBERG,200
LUKE ROWE,200
IMANOL ERVITI,200
FLORIAN VACHON,200
MARCO HALLER,200
BERNHARD EISEL,200
MICHAEL GOGL,200
GREGA BOLE,200
MATHEW HAYMAN,200
RETO HOLLENSTEN,200
MARCO MINNAARD,200
ANGELO TULIK,200
CHRISTIAN KNEES,200
ROY CURVERS,200
KOEN DE KORT,200
OLIVIER LE GAC,200
CYRIL LEMOINE,200
BORUT BOZIC,200

Stage: 6
CHRIS FROOME,15
PRIMOZ ROGLIC,15
ANDREY AMADOR,15
BEN SWIFT,15
STEVE CUMMINGS,15
SIMON CLARKE,15
VEGARD STAKE LAENGEN,15
REINARDT JANSE VAN RENSBURG,15
CHRISTOPHE LAPORTE,15
JULIEN VERMOTE,15
ROMAIN HARDY,15
RICK ZABEL,15
DANILO WYSS,15
DARYL IMPEY,15
CHRISTIAN KNEES,15
NAIRO QUINTANA,50
ALBERTO CONTADOR,50
ROMAIN BARDET,50
MICHAL KWIATKOWSKI,50
RAFAL MAJKA,50
JOHAN ESTEBAN CHAVES RUBIO,50
ROMAN KREUZIGER,50
SIMON YATES,50
ANDREW TALANSKY,50
GEORGE BENNETT,50
EMANUEL BUCHMANN,50
DARIO CATALDO,50
FABIO FELLINE,50
GIANLUCA BRAMBILLA,50
STEFAN KüNG,50
TIESJ BENOOT,50
CARLOS BETANCUR,50
HAIMAR ZUBELDIA,50
THOMAS DE GENDT,50
NICOLAS EDET,50
DAMIEN HOWSON,50
PAWEL POLJANSKI,50
MAXIME BOUET,50
AXEL DOMONT,50
MICHAEL SCHäR,50
JACOBUS VENTER,50
PERRIG QUEMENEUR,50
YOANN OFFREDO,50
ALBERT TIMMER,50
MARKEL IRIZAR,50
ROBERT WAGNER,50
ANDRE GREIPEL,100
FABIO ARU,100
DANIEL MARTIN,100
THIBAUT PINOT,100
SERGIO HENAO,100
ZDENEK STYBAR,100
PIERRE-ROGER LATOUR,100
SONNY COLBRELLI,100
JAN BAKELANTS,100
JAY MCCARTHY,100
JENS KEUKELEIRE,100
ALBERTO BETTIOL,100
ANDREY ZEITS,100
JONATHAN CASTROVIEJO NICOLAS,100
TIAGO MACHADO,100
KRISTIJAN DURASEK,100
BRICE FEILLU,100
BEN GASTAUER,100
ADAM HANSEN,100
MARCUS BURGHARDT,100
PIERRE-LUC PERICHON,100
JAVIER MORENO,100
TSGABU GEBREMARIAM GRMAY,100
JULIEN SIMON,100
FABIO SABATINI,100
MIKE TEUNISSEN,100
MARCEL KITTEL,200
PHILIPPE GILBERT,200
JAKOB FUGLSANG,200
ALEXANDER KRISTOFF,200
MIKEL LANDA,200
NACER BOUHANNI,200
MICHAEL MATTHEWS,200
GREG VAN AVERMAET,200
TONY MARTIN,200
JOHN DEGENKOLB,200
RIGOBERTO URAN,200
BAUKE MOLLEMA,200
LOUIS MEINTJES,200
WARREN BARGUIL,200
EDVALD BOASSON HAGEN,200
PIERRE ROLLAND,200
VASIL KIRYIENKA,200
TONY GALLOPIN,200
DIEGO ULISSI,200
MIKEL NIEVE,200
ALEXIS VUILLERMOZ,200
TIM WELLENS,200
